,Date,GLD,EEM,QQQ,TLT,GLD_Lag,EEM_Lag,QQQ_Lag,TLT_Lag
84,2005-05-04,42.869999,22.444445,35.290001,91.449997,42.400002,23.516666,37.900002,92.599998
85,2005-05-05,42.959999,23.055555,35.75,91.300003,42.32,23.5,38.029999,92.510002
86,2005-05-06,42.43,23.077778,35.970001,90.93,42.52,23.516666,38.049999,91.760002
87,2005-05-09,42.540001,23.0,35.869999,91.010002,42.709999,23.51111,37.48,90.550003
88,2005-05-10,42.709999,22.911112,35.860001,91.360001,43.389999,23.799999,37.029999,90.629997
89,2005-05-11,42.549999,22.777779,35.82,92.139999,43.290001,23.833332,37.040001,91.139999
90,2005-05-12,42.41,22.727777,36.029999,92.0,43.48,23.955557,36.849998,91.160004
91,2005-05-13,42.119999,22.444445,35.990002,92.709999,43.41,24.277779,37.380001,90.889999
92,2005-05-16,41.77,22.277779,36.240002,93.040001,43.68,24.722221,37.459999,91.099998
93,2005-05-17,41.950001,22.265556,36.349998,92.959999,43.299999,24.503332,37.369999,89.540001
94,2005-05-18,41.990002,22.5,36.799999,93.699997,43.16,24.334444,37.41,89.449997
95,2005-05-19,42.0,22.935556,37.290001,93.699997,43.060001,24.333332,37.709999,89.620003
96,2005-05-20,41.759998,22.871111,37.450001,93.25,43.310001,24.441111,37.599998,89.989998
97,2005-05-23,41.689999,22.811111,37.66,93.599998,43.32,24.557777,37.599998,90.849998
98,2005-05-24,41.830002,22.863333,37.759998,94.529999,43.709999,24.666668,38.009998,90.129997
99,2005-05-25,41.790001,22.863333,37.84,94.589996,43.950001,24.5,37.669998,89.18
100,2005-05-26,41.73,22.861111,37.98,93.589996,44.150002,24.166668,37.610001,88.739998
101,2005-05-27,41.810001,23.1,38.139999,93.739998,44.310001,24.110001,37.689999,88.650002
102,2005-05-31,41.34,23.111111,38.189999,94.220001,44.259998,23.889999,37.240002,88.370003
103,2005-06-01,41.41,22.888889,38.029999,95.199997,44.23,23.733334,37.419998,89.290001
104,2005-06-02,41.919998,23.200001,38.330002,95.730003,44.290001,23.055555,36.91,88.540001
105,2005-06-03,42.330002,23.41,38.630001,96.900002,43.970001,22.981112,36.610001,89.349998
106,2005-06-06,42.560001,23.334444,38.119999,95.5,43.610001,23.555555,36.75,88.900002
107,2005-06-07,42.48,23.468889,38.150002,96.470001,43.209999,23.303333,36.599998,88.669998
108,2005-06-08,42.450001,23.484444,37.880001,96.309998,43.209999,22.922222,36.610001,88.940002
109,2005-06-09,42.240002,23.299999,37.66,95.669998,42.599998,22.233334,36.09,87.529999
110,2005-06-10,42.25,24.033333,37.900002,95.550003,42.509998,22.333332,36.389999,88.32
111,2005-06-13,42.82,23.533333,37.48,94.480003,42.459999,22.544443,36.41,87.989998
112,2005-06-14,42.66,23.643333,37.689999,94.050003,42.610001,22.288889,36.27,88.080002
113,2005-06-15,42.689999,23.690001,37.830002,93.389999,42.650002,22.111111,36.23,88.199997
114,2005-06-16,43.299999,23.833332,37.740002,93.800003,42.869999,22.234444,36.73,89.199997
115,2005-06-17,43.779999,24.133333,38.110001,94.110001,42.599998,22.611111,36.82,89.529999
116,2005-06-20,43.939999,24.133333,37.720001,93.82,42.43,22.76111,36.25,89.279999
117,2005-06-21,43.580002,24.1,37.84,94.379997,42.490002,22.722221,36.490002,89.239998
118,2005-06-22,43.66,24.333332,38.0,95.489998,42.490002,22.888889,36.66,89.410004
119,2005-06-23,43.84,24.266666,37.869999,95.800003,42.77,23.122223,36.529999,89.300003
120,2005-06-24,43.959999,23.803333,37.380001,96.239998,42.48,23.200001,37.0,88.559998
121,2005-06-27,43.900002,23.776667,36.950001,96.489998,42.84,23.058889,36.75,88.970001
122,2005-06-28,43.639999,23.916668,36.950001,96.32,42.700001,22.922222,36.439999,89.230003
123,2005-06-29,43.490002,24.133333,37.25,96.470001,42.759998,23.088888,36.560001,90.349998
124,2005-06-30,43.630001,24.313334,37.139999,95.860001,42.450001,22.666668,36.060001,90.080002
125,2005-07-01,43.400002,24.08,36.860001,96.040001,42.380001,22.055555,35.240002,90.540001
126,2005-07-05,42.34,23.833332,36.599998,94.349998,42.549999,21.555555,34.709999,91.370003
127,2005-07-06,42.360001,23.809999,37.029999,94.629997,42.790001,22.083332,35.02,91.339996
128,2005-07-07,42.470001,23.666668,36.580002,95.43,43.209999,22.344444,35.209999,91.220001
129,2005-07-08,42.32,24.033333,37.080002,95.25,43.419998,22.033333,35.119999,91.300003
130,2005-07-11,42.330002,24.33,37.869999,94.110001,43.459999,22.355556,35.459999,91.269997
131,2005-07-12,42.610001,24.733334,38.119999,94.349998,43.349998,22.311111,35.299999,91.660004
132,2005-07-13,42.349998,25.0,38.32,94.050003,43.689999,22.444445,35.290001,91.989998
133,2005-07-14,42.330002,25.333332,38.669998,94.099998,43.529999,22.211111,34.869999,92.050003
134,2005-07-15,41.759998,25.163334,38.830002,93.5,43.16,22.055555,34.919998,92.050003
135,2005-07-18,41.959999,24.916668,38.790001,93.849998,43.18,22.055555,35.0,92.57
136,2005-07-19,41.880001,24.9,38.91,93.230003,43.130001,22.361111,35.099998,92.150002
137,2005-07-20,42.16,25.083332,38.939999,93.510002,42.75,22.388889,35.049999,92.07
138,2005-07-21,42.43,25.173332,39.560001,93.480003,42.869999,22.444445,35.290001,91.449997
139,2005-07-22,42.450001,25.4,39.48,93.099998,42.959999,23.055555,35.75,91.300003
140,2005-07-25,42.459999,25.41,39.459999,93.400002,42.43,23.077778,35.970001,90.93
141,2005-07-26,42.279999,25.18,39.389999,93.269997,42.540001,23.0,35.869999,91.010002
142,2005-07-27,42.299999,25.283333,39.450001,93.07,42.709999,22.911112,35.860001,91.360001
143,2005-07-28,42.459999,25.5,39.75,93.379997,42.549999,22.777779,35.82,92.139999
144,2005-07-29,42.830002,25.743334,39.869999,93.800003,42.41,22.727777,36.029999,92.0
145,2005-08-01,43.080002,25.9,39.639999,92.5,42.119999,22.444445,35.990002,92.709999
146,2005-08-02,43.07,26.450001,39.700001,92.269997,41.77,22.277779,36.240002,93.040001
147,2005-08-03,43.380001,26.6,39.91,92.25,41.950001,22.265556,36.349998,92.959999
148,2005-08-04,43.68,26.459999,39.880001,92.589996,41.990002,22.5,36.799999,93.699997
149,2005-08-05,43.709999,26.280001,39.610001,91.699997,42.0,22.935556,37.290001,93.699997
150,2005-08-08,43.52,25.816668,39.52,91.68,41.759998,22.871111,37.450001,93.25
151,2005-08-09,43.27,26.033333,39.369999,91.699997,41.689999,22.811111,37.66,93.599998
152,2005-08-10,43.5,26.790001,39.549999,92.010002,41.830002,22.863333,37.759998,94.529999
153,2005-08-11,43.900002,26.85,39.130001,92.029999,41.790001,22.863333,37.84,94.589996
154,2005-08-12,44.490002,26.6,39.119999,92.620003,41.73,22.861111,37.98,93.589996
155,2005-08-15,44.189999,26.5,39.139999,93.260002,41.810001,23.1,38.139999,93.739998
156,2005-08-16,44.060001,26.526667,39.299999,93.68,41.34,23.111111,38.189999,94.220001
157,2005-08-17,44.259998,26.156668,38.919998,93.510002,41.41,22.888889,38.029999,95.199997
158,2005-08-18,43.939999,25.75,38.869999,93.449997,41.919998,23.200001,38.330002,95.730003
159,2005-08-19,43.77,25.733334,38.889999,93.360001,42.330002,23.41,38.630001,96.900002
160,2005-08-22,43.84,25.916668,38.880001,93.540001,42.560001,23.334444,38.119999,95.5
161,2005-08-23,43.84,25.826668,38.84,93.730003,42.48,23.468889,38.150002,96.470001
162,2005-08-24,43.939999,25.613333,38.650002,94.269997,42.450001,23.484444,37.880001,96.309998
163,2005-08-25,43.759998,25.466667,38.57,94.279999,42.240002,23.299999,37.66,95.669998
164,2005-08-26,43.779999,25.636667,38.529999,94.650002,42.25,24.033333,37.900002,95.550003
165,2005-08-29,43.810001,25.446667,38.259998,94.830002,42.82,23.533333,37.48,94.480003
166,2005-08-30,42.959999,25.763332,38.560001,94.830002,42.66,23.643333,37.689999,94.050003
167,2005-08-31,43.099998,25.666668,38.639999,95.309998,42.689999,23.690001,37.830002,93.389999
168,2005-09-01,43.93,26.166668,39.0,95.309998,43.299999,23.833332,37.740002,93.800003
169,2005-09-02,44.240002,26.450001,39.0,94.879997,43.779999,24.133333,38.110001,94.110001
170,2005-09-06,44.419998,26.833332,38.950001,95.010002,43.939999,24.133333,37.720001,93.82
171,2005-09-07,44.41,27.1,39.299999,94.18,43.580002,24.1,37.84,94.379997
172,2005-09-08,44.720001,26.703333,39.290001,93.889999,43.66,24.333332,38.0,95.489998
173,2005-09-09,44.669998,27.049999,39.41,93.959999,43.84,24.266666,37.869999,95.800003
174,2005-09-12,44.68,27.666668,39.630001,93.660004,43.959999,23.803333,37.380001,96.239998
175,2005-09-13,44.619999,27.103333,39.68,93.760002,43.900002,23.776667,36.950001,96.489998
176,2005-09-14,44.82,27.133333,39.650002,93.82,43.639999,23.916668,36.950001,96.32
177,2005-09-15,45.240002,27.166668,39.259998,93.349998,43.490002,24.133333,37.25,96.470001
178,2005-09-16,45.799999,27.236668,39.25,92.300003,43.630001,24.313334,37.139999,95.860001
179,2005-09-19,46.27,27.566668,39.32,92.18,43.400002,24.08,36.860001,96.040001
180,2005-09-20,46.52,27.700001,39.16,92.290001,42.34,23.833332,36.599998,94.349998
181,2005-09-21,46.580002,27.790001,38.82,93.279999,42.360001,23.809999,37.029999,94.629997
182,2005-09-22,46.84,28.013332,38.439999,93.370003,42.470001,23.666668,36.580002,95.43
183,2005-09-23,46.200001,27.4,38.5,93.050003,42.32,24.033333,37.080002,95.25
184,2005-09-26,45.84,27.436666,38.970001,92.110001,42.330002,24.33,37.869999,94.110001
185,2005-09-27,46.139999,27.75,38.790001,92.269997,42.610001,24.733334,38.119999,94.349998
186,2005-09-28,46.299999,27.676666,38.759998,92.389999,42.349998,25.0,38.32,94.050003
187,2005-09-29,46.860001,28.0,38.630001,92.599998,42.330002,25.333332,38.669998,94.099998
188,2005-09-30,47.09,28.326668,39.169998,92.580002,41.759998,25.163334,38.830002,93.5
189,2005-10-03,46.619999,28.416668,39.540001,91.790001,41.959999,24.916668,38.790001,93.849998
190,2005-10-04,46.669998,28.633333,39.619999,91.370003,41.880001,24.9,38.91,93.230003
191,2005-10-05,46.380001,28.0,39.310001,91.68,42.16,25.083332,38.939999,93.510002
192,2005-10-06,46.619999,27.17,38.73,91.699997,42.43,25.173332,39.560001,93.480003
193,2005-10-07,46.990002,26.666668,38.400002,91.089996,42.450001,25.4,39.48,93.099998
194,2005-10-10,47.310001,27.07,38.27,91.849998,42.459999,25.41,39.459999,93.400002
195,2005-10-11,47.400002,27.333332,38.240002,91.839996,42.279999,25.18,39.389999,93.269997
196,2005-10-12,47.529999,26.966667,37.720001,91.440002,42.299999,25.283333,39.450001,93.07
197,2005-10-13,46.889999,25.966667,37.470001,90.25,42.459999,25.5,39.75,93.379997
198,2005-10-14,46.490002,26.163334,37.880001,90.599998,42.830002,25.743334,39.869999,93.800003
199,2005-10-17,47.259998,26.016666,38.07,90.419998,43.080002,25.9,39.639999,92.5
200,2005-10-18,47.09,26.290001,38.139999,90.459999,43.07,26.450001,39.700001,92.269997
201,2005-10-19,46.509998,25.083332,37.720001,90.660004,43.380001,26.6,39.91,92.25
202,2005-10-20,46.330002,26.066668,38.709999,90.279999,43.68,26.459999,39.880001,92.589996
203,2005-10-21,46.119999,25.416668,38.669998,90.830002,43.709999,26.280001,39.610001,91.699997
204,2005-10-24,46.389999,25.833332,38.73,91.32,43.52,25.816668,39.52,91.68
205,2005-10-25,46.93,26.333332,39.09,90.82,43.27,26.033333,39.369999,91.699997
206,2005-10-26,47.09,26.27,38.98,89.449997,43.5,26.790001,39.549999,92.010002
207,2005-10-27,47.400002,26.033333,38.779999,89.599998,43.900002,26.85,39.130001,92.029999
208,2005-10-28,46.869999,25.616667,38.16,89.720001,44.490002,26.6,39.119999,92.620003
209,2005-10-31,47.02,26.15,38.450001,89.769997,44.189999,26.5,39.139999,93.260002
210,2005-11-01,46.07,26.549999,38.779999,89.43,44.060001,26.526667,39.299999,93.68
211,2005-11-02,45.990002,27.0,38.73,89.080002,44.259998,26.156668,38.919998,93.510002
212,2005-11-03,46.060001,27.5,39.740002,88.889999,43.939999,25.75,38.869999,93.449997
213,2005-11-04,45.93,27.493334,40.0,88.419998,43.77,25.733334,38.889999,93.360001
214,2005-11-07,45.669998,27.366667,40.209999,88.5,43.84,25.916668,38.880001,93.540001
215,2005-11-08,45.830002,26.986668,40.080002,88.889999,43.84,25.826668,38.84,93.730003
216,2005-11-09,46.119999,27.133333,40.119999,88.779999,43.939999,25.613333,38.650002,94.269997
217,2005-11-10,46.779999,27.5,40.18,88.720001,43.759998,25.466667,38.57,94.279999
218,2005-11-11,46.549999,27.566668,40.77,89.599998,43.779999,25.636667,38.529999,94.650002
219,2005-11-14,46.560001,27.530001,40.77,89.379997,43.810001,25.446667,38.259998,94.830002
220,2005-11-15,46.799999,27.536667,40.73,88.75,42.959999,25.763332,38.560001,94.830002
221,2005-11-16,47.290001,27.486668,40.630001,89.800003,43.099998,25.666668,38.639999,95.309998
222,2005-11-17,48.23,27.833332,40.91,90.169998,43.93,26.166668,39.0,95.309998
223,2005-11-18,48.5,28.066668,41.52,90.370003,44.240002,26.450001,39.0,94.879997
224,2005-11-21,48.689999,28.136667,41.400002,90.339996,44.419998,26.833332,38.950001,95.010002
225,2005-11-22,49.02,27.716667,41.470001,90.370003,44.41,27.1,39.299999,94.18
226,2005-11-23,48.799999,28.200001,41.73,90.589996,44.720001,26.703333,39.290001,93.889999
227,2005-11-25,49.450001,28.43,41.84,90.410004,44.669998,27.049999,39.41,93.959999
228,2005-11-28,49.299999,28.459999,42.0,90.519997,44.68,27.666668,39.630001,93.660004
229,2005-11-29,49.57,28.333332,41.77,91.080002,44.619999,27.103333,39.68,93.760002
230,2005-11-30,49.360001,28.02,41.279999,90.300003,44.82,27.133333,39.650002,93.82
231,2005-12-01,49.630001,28.283333,41.509998,90.0,45.240002,27.166668,39.259998,93.349998
232,2005-12-02,49.93,28.813334,41.939999,89.269997,45.799999,27.236668,39.25,92.300003
233,2005-12-05,50.43,28.993334,42.060001,89.349998,46.27,27.566668,39.32,92.18
234,2005-12-06,50.380001,29.15,42.029999,89.410004,46.52,27.700001,39.16,92.290001
235,2005-12-07,51.220001,29.43,42.0,89.800003,46.580002,27.790001,38.82,93.279999
236,2005-12-08,51.34,28.799999,41.959999,89.980003,46.84,28.013332,38.439999,93.370003
237,2005-12-09,52.310001,28.83,41.560001,89.980003,46.200001,27.4,38.5,93.050003
238,2005-12-12,53.09,29.076668,41.869999,89.75,45.84,27.436666,38.970001,92.110001
239,2005-12-13,52.200001,29.366667,41.82,89.720001,46.139999,27.75,38.790001,92.269997
240,2005-12-14,50.950001,29.6,41.950001,90.199997,46.299999,27.676666,38.759998,92.389999
241,2005-12-15,50.48,29.583332,42.0,90.440002,46.860001,28.0,38.630001,92.599998
242,2005-12-16,50.32,29.166668,41.860001,90.830002,47.09,28.326668,39.169998,92.580002
243,2005-12-19,50.580002,29.416668,41.669998,90.599998,46.619999,28.416668,39.540001,91.790001
244,2005-12-20,50.349998,29.333332,40.950001,90.580002,46.669998,28.633333,39.619999,91.370003
245,2005-12-21,49.119999,29.566668,41.02,90.529999,46.380001,28.0,39.310001,91.68
246,2005-12-22,49.509998,29.780001,41.110001,90.919998,46.619999,27.17,38.73,91.699997
247,2005-12-23,50.099998,29.633333,41.509998,91.190002,46.990002,26.666668,38.400002,91.089996
248,2005-12-27,50.650002,29.533333,41.52,91.970001,47.310001,27.07,38.27,91.849998
249,2005-12-28,51.509998,29.5,41.060001,92.029999,47.400002,27.333332,38.240002,91.839996
250,2005-12-29,51.48,29.643333,41.029999,92.029999,47.529999,26.966667,37.720001,91.440002
251,2005-12-30,51.189999,29.433332,40.540001,92.540001,46.889999,25.966667,37.470001,90.25
252,2006-01-03,52.290001,30.059999,40.650002,91.589996,46.490002,26.163334,37.880001,90.599998
253,2006-01-04,52.869999,30.666668,41.41,91.540001,47.259998,26.016666,38.07,90.419998
254,2006-01-05,52.560001,30.639999,41.75,91.879997,47.09,26.290001,38.139999,90.459999
255,2006-01-06,53.139999,31.35,42.259998,91.769997,46.509998,25.083332,37.720001,90.660004
256,2006-01-09,53.459999,31.833332,42.68,91.699997,46.330002,26.066668,38.709999,90.279999
257,2006-01-10,53.959999,31.593332,42.66,91.629997,46.119999,25.416668,38.669998,90.830002
258,2006-01-11,54.240002,31.6,43.0,91.25,46.389999,25.833332,38.73,91.32
259,2006-01-12,54.209999,31.966667,43.16,91.129997,46.93,26.333332,39.09,90.82
260,2006-01-13,54.549999,31.533333,42.939999,91.589996,47.09,26.27,38.98,89.449997
261,2006-01-17,55.25,31.16,42.650002,92.0,47.400002,26.033333,38.779999,89.599998
262,2006-01-18,54.639999,30.416668,42.029999,92.760002,46.869999,25.616667,38.16,89.720001
263,2006-01-19,54.959999,31.333332,42.419998,92.07,47.02,26.15,38.450001,89.769997
264,2006-01-20,56.119999,31.959999,42.459999,92.32,46.07,26.549999,38.779999,89.43
265,2006-01-23,55.59,31.34,41.360001,91.800003,45.990002,27.0,38.73,89.080002
266,2006-01-24,55.5,31.803333,41.360001,92.0,46.060001,27.5,39.740002,88.889999
267,2006-01-25,56.220001,32.68,41.639999,91.510002,45.93,27.493334,40.0,88.419998
268,2006-01-26,55.529999,32.573334,41.5,90.550003,45.669998,27.366667,40.209999,88.5
269,2006-01-27,55.959999,33.333332,41.799999,90.800003,45.830002,26.986668,40.080002,88.889999
270,2006-01-30,55.970001,33.233334,42.18,90.300003,46.119999,27.133333,40.119999,88.779999
271,2006-01-31,56.57,33.433334,42.169998,90.349998,46.779999,27.5,40.18,88.720001
272,2006-02-01,56.790001,33.633331,41.740002,90.150002,46.549999,27.566668,40.77,89.599998
273,2006-02-02,57.040001,33.349998,42.009998,90.040001,46.560001,27.530001,40.77,89.379997
274,2006-02-03,57.07,32.166668,41.119999,90.0,46.799999,27.536667,40.73,88.75
275,2006-02-06,56.759998,32.793331,40.720001,90.980003,47.290001,27.486668,40.630001,89.800003
276,2006-02-07,55.880001,32.666668,40.740002,91.120003,48.23,27.833332,40.91,90.169998
277,2006-02-08,54.700001,31.84,40.919998,90.879997,48.5,28.066668,41.52,90.370003
278,2006-02-09,55.720001,32.5,41.209999,90.139999,48.689999,28.136667,41.400002,90.339996
279,2006-02-10,55.740002,32.700001,40.68,91.199997,49.02,27.716667,41.470001,90.370003
280,2006-02-13,54.639999,32.033333,40.700001,90.239998,48.799999,28.200001,41.73,90.589996
281,2006-02-14,53.939999,31.809999,40.57,89.900002,49.450001,28.43,41.84,90.410004
282,2006-02-15,54.299999,32.233334,40.790001,90.139999,49.299999,28.459999,42.0,90.519997
283,2006-02-16,53.419998,32.463333,41.310001,90.199997,49.57,28.333332,41.77,91.080002
284,2006-02-17,54.669998,32.970001,41.459999,90.800003,49.360001,28.02,41.279999,90.300003
285,2006-02-21,55.139999,33.25,41.209999,90.900002,49.630001,28.283333,41.509998,90.0
286,2006-02-22,54.970001,32.903332,40.779999,91.120003,49.93,28.813334,41.939999,89.269997
287,2006-02-23,55.080002,33.023335,41.189999,91.309998,50.43,28.993334,42.060001,89.349998
288,2006-02-24,55.209999,32.883331,41.189999,91.440002,50.380001,29.15,42.029999,89.410004
289,2006-02-27,55.259998,33.189999,41.360001,91.349998,51.220001,29.43,42.0,89.800003
290,2006-02-28,55.43,33.056667,41.610001,91.0,51.34,28.799999,41.959999,89.980003
291,2006-03-01,56.02,32.630001,41.23,90.769997,52.310001,28.83,41.560001,89.980003
292,2006-03-02,56.150002,33.086666,41.549999,90.059998,53.09,29.076668,41.869999,89.75
293,2006-03-03,56.48,32.823334,41.450001,89.480003,52.200001,29.366667,41.82,89.720001
294,2006-03-06,56.41,32.933334,41.540001,88.980003,50.950001,29.6,41.950001,90.199997
295,2006-03-07,55.330002,31.613333,41.02,88.400002,50.48,29.583332,42.0,90.440002
296,2006-03-08,54.209999,31.030001,40.759998,88.57,50.32,29.166668,41.860001,90.830002
297,2006-03-09,54.599998,31.4,41.0,88.559998,50.580002,29.416668,41.669998,90.599998
298,2006-03-10,53.220001,31.483334,40.48,88.32,50.349998,29.333332,40.950001,90.580002
299,2006-03-13,54.09,31.646667,40.740002,88.139999,49.119999,29.566668,41.02,90.529999
300,2006-03-14,54.23,31.440001,40.639999,88.449997,49.509998,29.780001,41.110001,90.919998
301,2006-03-15,55.41,32.403332,41.529999,88.440002,50.099998,29.633333,41.509998,91.190002
302,2006-03-16,55.150002,32.863335,41.849998,88.510002,50.650002,29.533333,41.52,91.970001
303,2006-03-17,55.279999,32.813332,41.34,88.849998,51.509998,29.5,41.060001,92.029999
304,2006-03-20,55.009998,32.956669,41.57,89.230003,51.48,29.643333,41.029999,92.029999
305,2006-03-21,54.709999,32.996666,41.110001,89.150002,51.189999,29.433332,40.540001,92.540001
306,2006-03-22,54.75,32.063332,40.880001,88.75,52.290001,30.059999,40.650002,91.589996
307,2006-03-23,54.360001,32.689999,41.09,88.82,52.869999,30.666668,41.41,91.540001
308,2006-03-24,55.150002,32.316666,41.23,88.529999,52.560001,30.639999,41.75,91.879997
309,2006-03-27,56.18,32.666668,41.279999,89.050003,53.139999,31.35,42.259998,91.769997
310,2006-03-28,56.560001,32.566666,41.389999,88.400002,53.459999,31.833332,42.68,91.699997
